Id,Category
2997,2
2998,9
2999,8
3000,2
3001,8
3002,1
3003,5
3004,5
3005,4
3006,10
3007,5
3008,0
3009,0
3010,0
3011,9
3012,6
3013,9
3014,6
3015,1
3016,3
3017,3
3018,5
3019,5
3020,6
3021,3
3022,5
3023,10
3024,0
3025,4
3026,10
3027,2
3028,10
3029,6
3030,5
3031,6
3032,9
3033,5
3034,3
3035,0
3036,7
3037,0
3038,10
3039,0
3040,10
3041,9
3042,10
3043,0
3044,1
3045,3
3046,0
3047,1
3048,5
3049,0
3050,1
3051,0
3052,8
3053,10
3054,9
3055,9
3056,8
3057,9
3058,9
3059,10
3060,8
3061,0
3062,10
3063,9
3064,4
3065,1
3066,7
3067,3
3068,8
3069,5
3070,3
3071,8
3072,3
3073,0
3074,9
3075,3
3076,3
3077,3
3078,0
3079,5
3080,9
3081,10
3082,9
3083,9
3084,9
3085,3
3086,5
3087,8
3088,6
3089,3
3090,9
3091,4
3092,9
3093,5
3094,0
3095,0
3096,9
3097,0
3098,6
3099,4
3100,0
3101,9
3102,0
3103,8
3104,8
3105,0
3106,3
3107,9
3108,8
3109,9
3110,8
3111,9
3112,5
3113,5
3114,9
3115,9
3116,8
3117,8
3118,6
3119,6
3120,2
3121,5
3122,5
3123,4
3124,8
3125,3
3126,8
3127,5
3128,9
3129,0
3130,7
3131,8
3132,9
3133,7
3134,5
3135,9
3136,6
3137,9
3138,0
3139,5
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,10
3148,2
3149,0
3150,5
3151,0
3152,8
3153,0
3154,9
3155,9
3156,7
3157,0
3158,4
3159,9
3160,8
3161,1
3162,8
3163,10
3164,9
3165,0
3166,9
3167,9
3168,2
3169,4
3170,9
3171,4
3172,4
3173,3
3174,0
3175,7
3176,10
3177,0
3178,9
3179,3
3180,8
3181,8
3182,9
3183,8
3184,1
3185,1
3186,9
3187,8
3188,5
3189,6
3190,6
3191,3
3192,9
3193,0
3194,2
3195,4
3196,10
3197,8
3198,8
3199,3
3200,10
3201,3
3202,10
3203,9
3204,6
3205,10
3206,10
3207,6
3208,0
3209,5
3210,4
3211,0
3212,9
3213,3
3214,8
3215,9
3216,1
3217,3
3218,9
3219,6
3220,9
3221,9
3222,3
3223,9
3224,3
3225,8
3226,9
3227,5
3228,9
3229,6
3230,0
3231,3
3232,8
3233,5
3234,6
3235,5
3236,2
3237,6
3238,9
3239,7
3240,9
3241,10
3242,6
3243,3
3244,0
3245,6
3246,10
3247,8
3248,9
3249,7
3250,10
3251,5
3252,1
3253,8
3254,5
3255,7
3256,4
3257,4
3258,5
3259,8
3260,9
3261,4
3262,3
3263,6
3264,5
3265,10
3266,9
3267,8
3268,0
3269,9
3270,5
3271,4
3272,9
3273,10
3274,4
3275,0
3276,5
3277,0
3278,9
3279,9
3280,6
3281,0
3282,9
3283,6
3284,9
3285,9
3286,7
3287,3
3288,0
3289,2
3290,7
3291,9
3292,10
3293,2
3294,8
3295,6
3296,5
3297,10
3298,9
3299,7
3300,3
3301,9
3302,7
3303,0
3304,0
3305,2
3306,9
3307,9
3308,5
3309,9
3310,1
3311,2
3312,9
3313,3
3314,5
3315,4
3316,3
3317,9
3318,9
3319,9
3320,1
3321,0
3322,8
3323,3
3324,8
3325,2
3326,5
3327,8
3328,10
3329,3
3330,8
3331,9
3332,8
3333,8
3334,0
3335,8
3336,9
3337,10
3338,2
3339,8
3340,7
3341,4
3342,2
3343,8
3344,5
3345,0
3346,9
